,abstracts,lead_paragraph,url,date,document_type,news_desk
843,A wife grapples with her husband’s parenting style.,"Over the past year or so on Motherlode, I have run posts about children who prefer one parent over the other and about couples with different rules and styles and about mothers who carry more of the load at home than their husbands.",https://parenting.blogs.nytimes.com/2010/07/21/when-parents-disagree-on-everything/,2010-07-21,article,Styles
844,Readers ask questions about a bizarre pair of demolished row houses on West 79th Street and the old Révillon Frères building.,"Q. There is a very curious pair of houses in Cecil Evers’s 1914 book “The Commercial Problem in Buildings.” Where were they? ... Andrew Alpern, Manhattan",https://www.nytimes.com/2011/08/28/realestate/a-puzzle-times-two-streetscapesreaders-questions.html,2011-08-26,article,RealEstate
845,"Six months into our divorce, the kids’ mom moved back to Boston and I followed. In that tiny apartment, I unlearned everything I’d learned about how not to be a dad.","Divorce stinks. Don’t get me wrong. The excruciating pain of leaving your child on Mom’s doorstep, of missing holidays and first steps, of having to schedule visitation are nothing to sign up for unless there is no other choice. My divorce involved the kind of pain that makes you think walking in front of a train would be a piece of cake if not for your responsibilities. But buried deep within that pain is a silver lining — a motivation, an aspiration, a hands-on learning — that “normal” dads don’t get.",https://parenting.blogs.nytimes.com/2013/01/30/when-a-divorce-makes-a-better-dad/,2013-01-30,article,
846,Bengt Westerberg championed the introduction of parental leave for fathers to encourage reluctant men like himself to do their bit and overhaul Swedish society in the process.,"STOCKHOLM — If the father of Sweden’s fathers’ leave has one regret, it is that he did not take time off when his son was born. ",https://www.nytimes.com/2010/06/10/world/europe/10iht-swedenside.html,2010-06-09,article,Foreign
847,"A former Wharton classmate, Anil Kumar, testified for the government in the insider trading trial of Raj Rajaratnam.","Raj Rajaratnam and Anil Kumar met 30 years ago at the Wharton School of the University of Pennsylvania, ambitious graduate students who had come to the United States for an elite business education.",https://dealbook.nytimes.com/2011/03/10/galleon-case-strains-old-grad-school-friendship/,2011-03-11,article,
848,"In 1974, Ms. Tiernan founded Rosie’s Place in Boston, the nation’s first shelter specifically for homeless women.",Kip Tiernan was dumbfounded when she saw women disguising themselves as men to get a meal at a men-only homeless shelter in Boston nearly 40 years ago — so much so that she went ahead and founded the nation’s first homeless shelter for women. ,https://www.nytimes.com/2011/07/13/us/13tiernan.html,2011-07-12,article,National
849,"Three new financial thrillers are all worth a read, but some are more realistic than others. Here is DealBook’s take.","A recent DealBook article examined Wall Street’s fictional portrayal in three new financial thrillers: David T. Lender’s “Bull Street,” H.T. Narea’s “The Fund” and Norb Vonnegut’s “The Gods of Greenwich.” All three books are worth a read, but the discerning Wall Street reader may find some more realistic than others. DealBook breaks down the relative merits of each:",https://dealbook.nytimes.com/2011/07/12/how-realistic-are-wall-street-thrillers/,2011-07-12,article,
850,Thirty writers offer their notions of a word or action or idea that can foster progress on a finite planet.,[11:44 p.m. | Updated | I accidentally published this Saturday night with the wrong time stamp. It will be republished Sunday morning with an active comment string.],https://dotearth.blogs.nytimes.com/2012/07/07/30-ways-to-foster-progress-on-a-finite-planet/,2012-07-07,article,
851,"Ask most parents whom they would save from a burning building, and odds are they would say their children.",Who is more important to you — your spouse or your children?,https://parenting.blogs.nytimes.com/2010/06/14/priorities-children-or-spouse/,2010-06-14,article,Styles
852,A wife grapples with her husband’s parenting style.,"Over the past year or so on Motherlode, I have run posts about children who prefer one parent over the other and about couples with different rules and styles and about mothers who carry more of the load at home than their husbands.",https://parenting.blogs.nytimes.com/2010/07/21/when-parents-disagree-on-everything/,2010-07-21,article,Styles
853,"My wife was never more needed by our son than on that first day, but as a new dad, I’m needed more all the time.","When my wife was pregnant, my son would kick and cough, change her body, tastes, routines. She had a visceral, constant reminder of his presence. For me, it was completely different. My son was a notion. I looked the same, felt the same and could easily forget he was on his way. If I didn’t actively remember to think about him, I didn’t. Instead I focused on tangible things: cribs, strollers, memorizing songs to sing.",https://parenting.blogs.nytimes.com/2012/06/13/becoming-a-new-father-slowly/,2012-06-13,article,
854,"Remote-controlled drones have their merits, but can’t measure up to the manned U-2 spy plane.","FIFTY years ago today, the Soviet Union announced that it had shot down an American U-2 spy plane and that its pilot, Francis Gary Powers, was alive. ",https://www.nytimes.com/2010/05/07/opinion/07Espinoza.html,2010-05-07,article,OpEd
855,Bengt Westerberg championed the introduction of parental leave for fathers to encourage reluctant men like himself to do their bit and overhaul Swedish society in the process.,"STOCKHOLM — If the father of Sweden’s fathers’ leave has one regret, it is that he did not take time off when his son was born. ",https://www.nytimes.com/2010/06/10/world/europe/10iht-swedenside.html,2010-06-09,article,Foreign
856,"Ursula von der Leyen, a popular conservative minister, is called “Supermom,” “Mother of the Nation” and “Family Revolutionary” by newspapers.","BERLIN — What irritates conservatives in her conservative party about Ursula von der Leyen is that she possesses what in modern Europe pass for impeccable conservative credentials: She is married, says grace every evening and has seven children.",https://www.nytimes.com/2010/01/18/world/europe/18iht-womenside.html,2010-01-17,article,Foreign
857,Shares staged a relief rally as corporate earnings remained strong and tests of European banks failed to unearth any impending disasters.,Stocks climbed Friday as companies continued to report good quarterly earnings and the results of stress tests of European banks did not reveal any negative surprises. ,https://www.nytimes.com/2010/07/24/business/24markets.html,2010-07-23,article,Business
858,"Woods, who has not competed in almost two months, had a tranquil tone as he said he would play in the par-3 contest, apparently so his children can be his caddies.","AUGUSTA, Ga. — As he makes his 20th appearance at the Masters this week, Tiger Woods has begun to recognize which tournaments have been landmark moments in his life.",https://www.nytimes.com/2015/04/08/sports/golf/at-masters-tiger-woods-savors-sharing-the-augusta-experience.html,2015-04-08,article,Sports
859,"Kaney O’Neill and David Trais will be in a Chicago courtroom this week, arguing over their five-month-old son, Aiden. Trais says that O’Neill is unfit to have custody of the boy because she is a quadriplegic.","Kaney O’Neill and David Trais will be in a Chicago courtroom this week, arguing over their five-month-old son, Aiden. Trais says that O’Neill is unfit to have custody of the boy because she is a quadriplegic, having lost all use of her legs and some use of her arms in a fall off a balcony a decade ago. ",https://parenting.blogs.nytimes.com/2010/01/04/should-a-quadraplegic-mom-have-custody/,2010-01-04,article,Styles
